947,C
948,B
949,A
950,B
951,B
952,B
953,B
954,C
955,B
956,A
957,A
958,B
959,C
960,B
961,A
962,C
963,B
964,A
965,A
966,A
967,A
968,C
969,A
970,A
971,C
972,B
973,B
974,A
975,A
976,C
977,A
978,C
979,B
980,C
981,C
982,B
983,B
984,B
985,C
986,B
987,A
988,B
989,A
990,C
991,C
992,C
993,C
994,B
995,B
996,A
997,B
998,A
999,B
1000,C
1001,A
1002,B
1003,B
1004,B
1005,B
1006,B
1007,B
1008,B
1009,B
1010,B
1011,B
1012,C
1013,A
1014,B
1015,C
1016,B
1017,C
1018,B
1019,B
1020,B
1021,B
1022,B
1023,A
1024,C
1025,B
1026,A
1027,C
1028,A
1029,C
1030,A
1031,C
1032,C
1033,B
1034,B
1035,B
1036,B
1037,A
1038,B
1039,B
1040,C
1041,C
1042,C
1043,B
1044,A
1045,B
1046,B
1047,C
1048,B
1049,A
1050,B
1051,A
1052,C
1053,B
1054,A
1055,B
1056,B
1057,C
1058,C
1059,C
1060,C
1061,C
1062,C
1063,C
1064,B
1065,B
1066,C
1067,B
1068,B
1069,C
1070,A
1071,C
1072,B
1073,C
1074,B
1075,B
1076,B
1077,B
1078,A
1079,B
1080,A
1081,B
1082,A
1083,A
1084,C
1085,C
1086,C
1087,C
1088,C
1089,C
1090,B
1091,B
1092,A
1093,C
1094,B
1095,B
1096,B
1097,A
1098,B
1099,C
1100,A
1101,B
1102,B
1103,A
1104,C
1105,B
1106,B
1107,C
1108,C
1109,B
1110,B
1111,A
1112,A
1113,A
1114,B
1115,A
1116,C
1117,C
1118,B
1119,C
1120,B
1121,A
1122,B
1123,B
1124,C
1125,A
1126,B
1127,A
1128,B
1129,B
1130,C
1131,B
1132,B
1133,A
1134,B
1135,B
1136,B
1137,A
1138,B
1139,B
1140,B
1141,B
1142,B
1143,C
1144,C
1145,C
1146,B
1147,B
1148,C
1149,B
1150,C
1151,A
1152,B
1153,A
1154,B
1155,B
1156,C
1157,C
1158,A
1159,B
1160,A
1161,C
1162,B
1163,A
1164,A
1165,B
1166,C
1167,A
1168,C
1169,C
1170,B
1171,C
1172,B
1173,B
1174,C
1175,B
1176,B
1177,C
1178,B
1179,B
1180,C
1181,A
1182,C
1183,C
1184,C
1185,C
1186,A
1187,B
1188,B
1189,C
1190,C
1191,B
1192,C
1193,B
1194,A
1195,C
1196,A
1197,C
1198,B
1199,A
1200,C
1201,B
1202,B
1203,A
1204,C
1205,A
1206,B
1207,C
1208,C
1209,C
1210,A
1211,B
1212,B
1213,B
1214,A
1215,C
1216,A
1217,C
1218,A
1219,A
1220,C
1221,B
1222,B
1223,A
1224,B
1225,A
1226,C
1227,B
1228,B
1229,C
1230,C
1231,B
1232,C
1233,A
1234,C
1235,C
1236,A
1237,C
1238,B
1239,A
1240,B
1241,B
1242,A
1243,C
1244,A
1245,A
1246,B
1247,B
1248,B
1249,B
1250,B
1251,B
1252,C
1253,B
1254,A
1255,B
1256,C
1257,B
1258,A
1259,B
1260,B
1261,B
1262,C
1263,B
1264,B
1265,A
1266,B
1267,B
1268,C
1269,B
1270,B
1271,B
1272,C
1273,B
1274,C
1275,A
1276,B
1277,C
1278,C
1279,B
1280,A
1281,B
1282,B
1283,A
1284,B
1285,A
1286,C
1287,A
1288,A
1289,A
1290,B
1291,A
1292,C
1293,A
1294,B
1295,A
1296,B
1297,C
1298,B
1299,B
1300,B
1301,C
1302,B
1303,C
1304,B
1305,A
1306,C
1307,C
1308,B
1309,B
1310,C
1311,C
1312,C
1313,B
1314,A
1315,C
1316,B
1317,B
1318,B
1319,B
1320,B
1321,B
1322,C
1323,B
1324,C
1325,A
1326,A
1327,B
1328,B
1329,B
1330,A
1331,B
1332,B
1333,B
1334,C
1335,A
1336,B
1337,B
1338,C
1339,A
1340,C
1341,B
1342,C
1343,B
1344,C
1345,B
1346,C
1347,B
1348,A
1349,A
1350,A
1351,A
1352,B
1353,C
1354,B
1355,C
1356,A
1357,B
1358,C
1359,A
1360,B
1361,B
1362,A
1363,B
1364,B
1365,A
1366,A
1367,A
1368,B
1369,C
1370,A
1371,B
1372,B
1373,A
1374,C
1375,A
1376,A
1377,B
1378,A
1379,B
1380,B
1381,B
1382,B
1383,A
1384,A
1385,C
1386,A
1387,B
1388,A
1389,B
1390,C
1391,C
1392,C
1393,C
1394,A
1395,A
1396,B
1397,B
1398,A
1399,A
1400,B
1401,A
1402,A
1403,C
1404,A
1405,A
1406,A
1407,B
1408,C
1409,C
1410,A
1411,C
1412,B
1413,B
1414,A
1415,B
1416,C
1417,C
1418,B
1419,A
1420,A
1421,A
1422,A
1423,B
1424,A
1425,C
1426,A
1427,B
1428,B
1429,A
1430,C
1431,B
1432,B
1433,A
1434,B
1435,A
1436,B
1437,A
1438,C
1439,B
1440,A
1441,C
1442,C
1443,B
1444,B
1445,B
1446,A
1447,C
1448,C
1449,A
1450,C
1451,A
1452,B
1453,A
1454,B
1455,B
1456,A
1457,C
1458,A
1459,C
1460,A
1461,B
1462,C
1463,B
1464,A
1465,C
1466,B
1467,C
1468,A
1469,A
1470,A
1471,B
1472,B
1473,A
1474,A
1475,A
1476,A
1477,B
1478,A
1479,C
1480,C
1481,B
1482,A
1483,A
1484,A
1485,A
1486,C
1487,C
1488,C
1489,A
1490,B
1491,A
1492,B
1493,C
1494,C
1495,A
1496,C
1497,A
1498,C
1499,C
1500,B
1501,B
1502,A
1503,B
1504,A
1505,B
1506,B
1507,B
1508,B
1509,B
1510,C
1511,A
1512,B
1513,A
1514,C
1515,A
1516,A
1517,A
1518,C
1519,C
1520,B
1521,C
1522,A
1523,B
1524,A
1525,C
1526,B
1527,C
1528,B
1529,A
1530,A
1531,B
1532,C
1533,A
1534,B
1535,B
1536,B
1537,C
1538,C
1539,B
1540,B
1541,A
1542,C
1543,C
1544,A
1545,B
1546,B
1547,C
1548,B
1549,A
1550,A
1551,A
1552,A
1553,A
1554,B
1555,C
1556,C
1557,A
1558,B
1559,B
1560,C
1561,A
1562,A
1563,A
1564,A
1565,A
1566,A
1567,C
1568,B
1569,C
1570,A
1571,C
1572,B
1573,B
1574,A
1575,C
1576,C
1577,B
1578,B
1579,B
1580,C
1581,C
1582,B
1583,B
1584,B
1585,B
1586,A
1587,C
1588,B
1589,A
1590,B
1591,A
1592,A
1593,A
1594,A
1595,B
1596,B
1597,A
1598,A
1599,B
1600,C
1601,B
1602,A
1603,C
1604,B
1605,C
1606,B
1607,A
1608,A
1609,A
1610,A
1611,A
1612,A
1613,A
1614,C
1615,A
1616,B
1617,B
1618,A
1619,C
1620,C
1621,A
1622,B
1623,B
1624,A
1625,B
1626,B
1627,B
1628,A
1629,C
1630,C
1631,A
1632,B
1633,C
1634,A
1635,A
1636,C
1637,B
1638,C
1639,B
1640,B
1641,B
1642,A
1643,B
1644,A
1645,C
1646,B
1647,B
1648,C
1649,C
1650,C
1651,A
1652,B
1653,C
1654,C
1655,B
1656,B
1657,C
1658,B
1659,A
1660,B
1661,A
1662,C
1663,C
1664,B
1665,A
1666,B
1667,A
1668,B
1669,A
1670,A
1671,A
1672,B
1673,A
1674,C
1675,B
1676,B
1677,A
1678,B
1679,A
1680,A
1681,C
1682,A
1683,B
1684,B
1685,C
1686,A
1687,A
1688,B
1689,B
1690,C
1691,C
1692,C
1693,C
1694,B
1695,A
1696,C
1697,A
1698,B
1699,B
1700,B
1701,A
1702,C
1703,C
1704,B
1705,A
1706,B
1707,C
1708,C
1709,B
1710,B
1711,B
1712,A
1713,A
1714,C
1715,B
1716,A
1717,A
1718,C
1719,C
1720,B
1721,B
1722,B
1723,C
1724,C
1725,B
1726,C
1727,A
1728,C
1729,C
1730,B
1731,C
1732,B
1733,C
1734,B
1735,B
1736,C
1737,C
1738,A
1739,B
1740,B
1741,B
1742,C
1743,A
1744,B
1745,C
1746,A
1747,A
1748,C
1749,B
1750,A
1751,B
1752,C
1753,B
1754,B
1755,B
1756,A
1757,B
1758,C
1759,B
1760,B
1761,A
1762,B
1763,C
1764,C
1765,C
1766,B
1767,B
1768,A
1769,B
1770,C
1771,A
1772,A
1773,A
1774,A
1775,B
1776,B
1777,A
1778,C
1779,C
1780,C
1781,B
1782,B
1783,B
1784,C
1785,B
1786,C
1787,B
1788,B
1789,C
1790,A
1791,C
1792,B
1793,C
1794,A
1795,A
1796,A
1797,B
1798,C
1799,C
1800,B
1801,B
1802,A
1803,C
1804,A
1805,A
1806,A
1807,A
1808,B
1809,B
1810,A
1811,C
1812,B
1813,C
1814,C
1815,C
1816,C
1817,C
1818,A
1819,B
1820,A
1821,B
1822,A
1823,A
1824,C
1825,B
1826,A
1827,C
1828,A
1829,C
1830,B
1831,B
1832,C
1833,B
1834,B
1835,B
1836,B
1837,B
1838,A
1839,A
1840,C
1841,C
1842,C
1843,B
1844,C
1845,B
1846,C
1847,A
1848,C
1849,C
1850,C
1851,B
1852,B
1853,A
1854,B
1855,A
1856,B
1857,C
1858,C
1859,B
1860,B
1861,A
1862,A
1863,B
1864,A
1865,B
1866,C
1867,B
1868,A
1869,B
1870,A
1871,A
1872,C
1873,A
1874,C
1875,A
1876,C
1877,A
1878,C
1879,B
1880,C
1881,B
1882,B
1883,B
1884,B
1885,A
1886,A
1887,C
1888,C
1889,B
1890,A
1891,C
1892,A
1893,A
1894,B
1895,C
1896,B
1897,B
1898,B
1899,A
1900,C
1901,C
1902,C
1903,C
1904,B
1905,A
1906,A
1907,C
1908,A
1909,C
1910,A
1911,A
1912,A
1913,C
1914,B
1915,C
1916,A
1917,B
1918,B
1919,B
1920,B
1921,B
1922,B
1923,C
1924,B
1925,C
1926,A
1927,A
1928,A
1929,A
1930,B
1931,B
1932,C
1933,A
1934,B
1935,B
1936,C
1937,C
1938,B
1939,C
1940,B
1941,A
1942,A
1943,B
1944,C
1945,C
1946,A
1947,C
1948,C
1949,C
1950,C
1951,C
1952,A
1953,B
1954,C
1955,C
1956,A
1957,A
1958,C
1959,A
1960,C
1961,C
1962,A
1963,C
1964,A
1965,A
1966,B
1967,C
1968,C
1969,A
1970,B
1971,B
1972,C
1973,C
1974,C
1975,B
1976,A
1977,B
1978,B
1979,B
1980,A
1981,C
1982,B
1983,C
1984,A
1985,B
1986,A
1987,B
1988,B
1989,B
1990,A
1991,A
1992,A
1993,C
1994,B
1995,C
1996,A
1997,B
1998,A
1999,B
